"PROJECT_CODE","Year","n","A","bigN","LM_CBar","LM_varC","LM_varCBar","LM_P","LM_VarP","LM_P_CI","TM_CBar","TM_varC","TM_varCBar","TM_P","TM_VarP","TM_P_CI","MT1_CBar","MT1_varC","MT1_varCBar","MT1_P","MT1_VarP","MT1_P_CI","MT2_CBar","MT2_varC","MT2_varCBar","MT2_P","MT2_VarP","MT2_P_CI","MT3_CBar","MT3_varC","MT3_varCBar","MT3_P","MT3_VarP","MT3_P_CI","MT4_CBar","MT4_varC","MT4_varCBar","MT4_P","MT4_VarP","MT4_P_CI","MT5_CBar","MT5_varC","MT5_varCBar","MT5_P","MT5_VarP","MT5_P_CI","MT6_CBar","MT6_varC","MT6_varCBar","MT6_P","MT6_VarP","MT6_P_CI","MT7_CBar","MT7_varC","MT7_varCBar","MT7_P","MT7_VarP","MT7_P_CI","MT8_CBar","MT8_varC","MT8_varCBar","MT8_P","MT8_VarP","MT8_P_CI","MT9_CBar","MT9_varC","MT9_varCBar","MT9_P","MT9_VarP","MT9_P_CI","MT10_CBar","MT10_varC","MT10_varCBar","MT10_P","MT10_VarP","MT10_P_CI","MM_CBar","MM_varC","MM_varCBar","MM_P","MM_VarP","MM_P_CI","TF_CBar","TF_varC","TF_varCBar","TF_P","TF_VarP","TF_P_CI","FT11_CBar","FT11_varC","FT11_varCBar","FT11_P","FT11_VarP","FT11_P_CI","FT12_CBar","FT12_varC","FT12_varCBar","FT12_P","FT12_VarP","FT12_P_CI","FT13_CBar","FT13_varC","FT13_varCBar","FT13_P","FT13_VarP","FT13_P_CI","MF_CBar","MF_varC","MF_varCBar","MF_P","MF_VarP","MF_P_CI"
"T04","2000",16,81.231001,12339.229851,6.675892,123.343305,7.698960,82373.765570,1172171753.43603,72974.424817,147.570240,13172.930881,822.240615,1820867.586532,125186668766.782,754143.680604,5.863924,90.020561,5.618989,72354.897246,855494823.915816,62342.433089,0.685705,1.567120,0.097818,8460.915161,14892857.026216,8225.533299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.126262,0.255076,0.015921,1557.953163,2424070.739765,3318.544910,29.815465,866.853537,54.108094,367892.699983,8237992569.63643,193457.580837,1.026379,2.681102,0.167351,12664.485119,25479395.402845,10758.943180,30.321037,1389.847664,86.752842,374130.946819,13208176734.0560,244960.742893,1.365803,1.959572,0.122314,16852.634336,18622455.235982,9198.002520,36.760507,3438.335676,214.617329,453587.504749,32675628019.5675,385289.369357,41.605154,5439.725122,339.541972,513365.549952,51695486237.6413,484620.037653,37.517737,1530.500598,95.532252,462930.950673,14544847551.2390,257057.122386,76.446398,8143.691554,508.320738,943271.272583,77392163243.5606,592957.474311,56.124555,6990.036167,436.310771,692520.271654,66428598937.8765,549354.392133,17.043183,1876.011538,117.098684,210295.657455,17828350970.8174,284597.212633,3.278659,29.561644,1.845207,40455.343472,280933975.142625,35725.407143,20.321843,2106.710016,131.498643,250751.000928,20020754031.8611,301588.842018
"T04","2001",16,81.231001,12339.229851,7.857273,86.938724,5.426624,96950.808329,826207120.295067,61265.999275,249.957586,92239.438929,5757.489633,3084223.927528,876581543818.986,1995589.526502,5.761199,79.992353,4.993039,71087.379399,760193483.522875,58767.487815,1.972311,20.077202,1.253198,24336.326324,190800214.748274,29441.808550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.123762,0.245074,0.015297,1527.102605,2329018.460978,3252.831149,23.621842,1393.613139,86.987879,291469.661881,13243961276.9151,245292.351076,8.185315,340.844146,21.275136,100998.523992,3239153351.19430,121308.381771,23.943760,1258.645848,78.563361,295441.802752,11961322980.9769,233112.017702,1.917807,9.035515,0.563987,23663.811388,85867454.734987,19751.011853,53.143809,9837.680711,614.057775,655740.889631,93490696020.8667,651717.302454,131.287775,47022.107385,2935.070930,1619958.429552,446866459335.357,1424832.898448,39.664432,2188.274813,136.589832,489418.994204,20795890957.1175,307371.658521,211.448961,128247.733730,8005.089862,2609066.416936,1218780141440.08,2353085.671773,175.201968,124834.120832,7792.015703,2161815.175329,1186339462058.63,2321558.026487,11.471980,341.589835,21.321681,141552.636214,3246239882.25665,121441.006852,24.775012,3322.133455,207.364107,305698.605391,31571320322.7529,378722.778698,36.246992,4433.657412,276.744274,447251.241606,42134495881.8651,437516.016090
"T04","2002",14,81.231001,12339.229851,7.132658,96.359030,6.874978,88009.794150,1046719984.82701,69894.519716,332.419910,86896.811960,6199.872819,4101725.634052,943934671786.611,2098934.258687,6.987592,96.492493,6.884501,86219.822984,1048169760.98672,69942.907225,0.145066,0.136014,0.009704,1789.971165,1477489.578289,2625.971933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.698422,547.399951,39.055633,193702.659756,5946245693.02438,166590.139479,1.404720,4.285619,0.305768,17332.836193,46553432.741339,14740.211738,38.148603,2026.168465,144.562113,470715.203412,22009675866.6264,320504.912339,2.340804,13.756369,0.981482,28883.156376,149431421.958698,26408.809964,103.369452,16296.838443,1162.739154,1275474.545741,177027793082.418,908968.000527,164.325248,46176.618324,3294.587619,2027607.438422,501603109238.374,1530058.291884,24.235801,1064.911940,75.978835,299045.290100,11567827179.8256,232355.931118,258.150497,58271.466067,4157.525120,3185316.158337,632985905419.265,1718798.186406,222.879457,45850.788639,3271.340476,2750107.182535,498063716598.161,1524650.566203,32.714615,3091.950675,220.603040,403665.287562,33586956535.0030,395925.243970,2.556424,14.006808,0.999351,31543.688239,152151871.430375,26648.116363,35.271039,3330.305720,237.609084,435208.975802,36176137727.8336,410902.672673
"T04","2003",16,81.231001,12339.229851,3.948239,65.013364,4.058066,48717.289383,617843259.960960,52980.275386,280.810191,69041.153849,4309.476859,3464913.875869,656120656529.526,1726501.301677,3.026005,33.574059,2.095657,37337.850327,319065262.965863,38072.799962,0.922234,5.756032,0.359285,11379.439055,54701462.487673,15764.293921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.852532,484.298771,30.229424,269638.163587,4602449553.66627,144600.426270,1.560615,3.622091,0.226087,19256.421806,34421919.548082,12505.256304,54.415618,2780.770903,173.572821,671433.717294,26426575012.5213,346493.821564,3.145464,14.203157,0.886546,38811.855604,134977251.685381,24763.119033,96.329945,13568.464468,846.929409,1188614.144893,128945553754.453,765381.993119,99.557773,14297.050693,892.407001,1228442.283300,135869546845.426,785662.669346,27.361388,831.304036,51.889131,337611.874777,7900154031.46431,189449.225518,126.407548,27101.058094,1691.619797,1559741.359136,257550215174.736,1081697.966448,106.591334,22072.331938,1377.731952,1315229.312433,209760586474.778,976195.944341,18.233977,338.545365,21.131648,224988.852004,3217307292.22716,120898.615200,1.582236,8.264714,0.515874,19523.194698,78542281.058531,18889.776077,19.816213,419.517176,26.185824,244512.046703,3986808882.82131,134582.243367
"T04","2004",16,81.231001,12339.229851,8.990204,133.198148,8.314089,110930.032857,1265825547.38058,75833.654047,293.645145,81494.883038,5086.825654,3623284.233542,774472516486.239,1875763.410492,6.897159,123.262852,7.693938,85103.978031,1171407187.02653,72950.621609,2.093044,36.257276,2.263141,25826.054826,344564751.689549,39564.937012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.967661,2929.051657,182.828351,567194.467367,27835735488.7444,355611.997976,9.459998,442.463291,27.618097,116726.820064,4204873314.49353,138213.833463,77.228076,8589.323514,536.136620,952916.395878,81627149445.4581,608965.052586,6.870352,198.732391,12.404668,84773.205963,1888618885.88422,92629.051893,90.704257,15407.460906,961.717650,1119198.838042,146422138129.272,815602.271977,54.424594,3399.320880,212.182066,671544.473367,32304857658.3037,383097.193664,64.417864,4170.829700,260.338842,794851.320289,39636758204.1751,424349.913906,253.905618,147869.197985,9229.841208,3132938.645605,1405249331060.27,2526688.759669,100.822866,8848.607332,552.320846,1244052.246724,84091208344.5175,618088.055932,74.218466,16034.016169,1000.826576,915780.849034,152376497627.729,832020.540897,78.864285,56173.660543,3506.301339,973105.549846,533836660895.301,1557324.989076,153.082751,108491.323465,6771.915326,1888886.398881,1031028515766.77,2164264.785851
"T04","2005",15,81.231001,12339.229851,3.701770,37.440691,2.493011,45676.107494,379562674.990425,41785.524072,146.663456,25153.502886,1674.861693,1809678.779898,254998782926.611,1083061.599319,2.235364,4.028671,0.268251,27582.143488,40841477.948340,13706.760644,1.466405,24.114006,1.605646,18093.964005,244460670.952008,33534.250470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.044119,376.034942,25.038521,173290.236566,3812131183.49168,132424.402692,14.105638,1794.246700,119.471036,174049.317085,18189543100.2667,289264.407491,7.891599,113.598066,7.563998,97374.358031,1151623643.16167,72784.581687,7.262627,215.976519,14.380931,89613.483125,2189506168.72806,100359.199981,15.072133,739.045081,49.209778,185974.886680,7492220755.14253,185647.620319,84.585567,16741.788718,1114.762454,1043700.390914,169723309173.386,883598.254967,31.851528,4181.716721,278.442218,393015.661146,42393009015.3690,441602.197469,98.061541,15147.500776,1008.605796,1209980.285295,153560888909.697,840474.250995,79.878327,14744.608103,981.778936,985617.810660,149476481985.656,829221.469708,3.996199,72.751987,4.844236,49309.059425,737538160.344852,58247.374181,14.187014,1938.552904,129.079755,175053.415209,19652476772.2940,300671.836261,18.183213,2725.475137,181.477463,224362.474634,27630061943.9816,356512.723072
"T04","2006",17,81.231001,12339.229851,18.196818,2048.389222,120.327477,224530.345659,18319936753.5973,286931.641318,151.170286,83220.813154,4888.597541,1865288.507614,744292157262.583,1828892.500206,16.223494,1716.646457,100.840082,200181.524037,15352968162.9578,262671.305316,1.973323,31.105109,1.827191,24348.821621,278191089.797534,35358.030452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.901439,1861.030117,109.321537,183868.694292,16644275251.0330,273494.692175,3.441823,96.100215,5.645165,42468.620313,859480143.160484,62149.033811,15.134220,1409.774676,82.813670,186740.976674,12608435266.4695,238038.417365,3.514845,30.221796,1.775303,43369.634415,270291112.227856,34852.371953,12.535673,1293.148142,75.962738,154677.538243,11565376302.5570,227979.785963,83.445466,48203.132967,2831.571915,1029632.698015,431108666970.479,1391905.768138,36.540081,8496.678392,499.116020,450867.660265,75990738983.0255,584381.947682,78.336776,43722.572985,2568.372678,966596.625952,391036411864.119,1325638.342958,75.980995,43289.077139,2542.908054,937528.670810,387159406272.919,1319050.324789,1.885192,19.760279,1.160767,23261.372058,176727674.085095,28181.800648,0.470588,2.889705,0.169748,5806.583083,25844321.192171,10777.028280,2.355780,33.014792,1.939371,29067.955141,295270498.142103,36427.258358
"T04","2007",16,81.231001,12339.229851,13.169924,1322.914471,82.574942,162503.557620,12572088723.3726,238989.473971,92.707269,36330.923898,2267.738400,1143913.988362,345264647410.037,1252423.219632,3.731887,114.710881,7.160133,46047.714566,1090135004.79854,70374.479759,9.375537,845.768110,52.791963,115684.656238,8037610861.27390,191090.256236,0.062500,0.062500,0.003901,771.186815,593957.933010,1642.679730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.573583,5360.796789,334.615347,278535.196784,50945404484.9769,481091.365173,7.660742,536.309631,33.475888,94525.817560,5096725765.23156,152167.073399,11.998222,1682.699453,105.032345,148045.940170,15991243029.6147,269535.619869,2.279002,50.069407,3.125280,28120.591272,475825950.233890,46494.236084,7.514101,323.329714,20.181903,92716.421198,3072707986.41164,118150.536855,27.511691,1188.939181,74.212344,339466.463756,11298877737.3650,226564.942049,43.404250,17304.968363,1080.158087,535564.571964,164454771839.918,864367.231988,171.253316,328716.570033,20518.145668,2113092.796448,3123901031736.09,3767243.463357,48.908480,8456.960809,527.874678,603481.207775,80369263390.3918,604254.716085,121.027222,229751.835103,14340.870068,1493353.568439,2183406801332.07,3149505.594474,1.317613,27.777691,1.733854,16258.020233,263980479.982389,34630.675413,122.344835,234831.992043,14657.968169,1509611.588673,2231685193587.60,3184135.353439
"T04","2008",16,81.231001,12339.229851,8.390841,394.977159,24.654062,103534.506814,3753597071.96019,130586.679975,102.458304,14256.979036,889.905770,1264231.892205,135488732789.633,784560.872322,4.929070,72.771994,4.542352,60819.741923,691576053.473289,56052.505273,3.245752,125.155304,7.812063,40049.303664,1189391778.79664,73508.493255,0.216019,0.746630,0.046603,2665.461227,7095471.071550,5677.611496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.078812,322.291930,20.117126,136701.346776,3062845586.12679,117960.771928,7.952522,803.280794,50.139949,98126.082585,7633840008.22271,186228.687110,7.576934,188.258865,11.750922,93491.710104,1789085546.97134,90155.164132,4.895160,122.970430,7.675686,60401.326733,1168628205.99180,72864.038236,18.147912,3251.718567,202.968883,223926.891058,30902144622.8703,374687.638296,44.416120,3419.958505,213.470245,548050.028132,32500983763.2304,384258.345145,27.422176,4032.699061,251.716872,338361.936176,38324057587.9627,417263.884482,64.580370,3771.374846,235.405286,796856.487535,35840608135.6983,403517.839631,45.972461,2670.568778,166.694119,567253.694047,25379288190.5118,339558.630548,8.197719,553.390725,34.542072,101151.575550,5259052984.16748,154571.288736,10.410189,1206.763269,75.324905,128451.217937,11468265870.2818,228256.908586,18.607909,2239.294293,139.774415,229602.793487,21280745755.8420,310934.187902
"T04","2009",15,81.231001,12339.229851,11.660791,432.338011,28.787496,143882.375221,4382915060.91039,141992.573744,258.941694,117254.189629,7807.443421,3195078.729436,1188688342257.50,2338396.249780,8.660777,431.443302,28.727921,106865.243529,4373844765.70337,141845.573225,3.000013,53.571385,3.567084,37017.131692,543090885.507175,49982.774667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.234543,3071.199700,204.497749,422419.660017,31134915451.6865,378449.511904,10.727391,492.054362,32.763746,132365.169312,4988301797.76988,151481.802620,64.706717,9690.239933,645.230675,798415.484862,98236790335.0572,672235.102155,4.384252,41.956715,2.793714,54097.249732,425344793.930138,44233.842258,52.139010,8916.385979,593.703127,643342.681400,90391687515.1383,644834.627914,81.088985,12642.402118,841.802238,1000556.108890,128164938618.188,767836.443536,56.622726,5484.274060,365.173812,698667.204551,55597950587.1382,505723.920110,238.800806,86405.863476,5753.388365,2946560.540040,875957123078.959,2007361.213393,114.763047,28922.414738,1925.817042,1416059.986006,293206898090.543,1161371.584403,62.092919,18692.409114,1244.645731,766163.852919,189498122609.634,933655.285104,61.944839,16860.284316,1122.652557,764336.701113,170924582548.074,886719.722198,124.037759,29249.747272,1947.612683,1530500.554033,296525298638.519,1167925.067930
"T04","2011",37,81.231001,24678.459703,3.457341,98.549921,2.659518,42660.095597,404913353.077338,40810.237939,360.484134,232717.595190,6280.234746,4448009.791673,956169827433.354,1983150.140022,1.016974,27.674923,0.746849,12548.435452,113708318.656234,21626.398253,2.440366,75.609147,2.040426,30111.660144,310656293.756404,35746.058001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.789724,9.139836,0.246652,9744.405767,37552965.186734,12428.256124,6.938983,392.330294,10.587623,85620.037541,1611972614.30498,81426.713623,1.308954,15.804677,0.426513,16151.177543,64936886.111316,16343.076252,1.972686,13.838119,0.373442,24340.960397,56856862.610882,15292.536407,12.914082,566.162439,15.278745,159346.723714,2326199019.98617,97816.363160,333.051367,222358.522737,6000.679576,4109517.171884,913607370940.552,1938509.237063,11.186049,862.805020,23.284092,138024.538906,3545018272.43574,120752.829613,351.624833,294553.123668,7948.959597,4338694.966159,1210234272132.54,2231119.341328,331.451101,295822.795949,7983.223616,4089771.518259,1215450991240.66,2235922.794472,1.941109,12.803389,0.345518,23951.334160,52605453.962598,14709.688085,18.232621,1770.965654,47.792175,224972.113739,7276389751.00490,172999.980477,20.173731,1864.595238,50.318910,248923.447900,7661086845.92395,177514.269725
"T04","2012",37,81.231001,24678.459703,1.735004,26.076505,0.703713,21408.198565,107140879.373840,20992.573415,391.580721,190795.206000,5148.895944,4831710.240486,783922758599.999,1795662.503153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.735004,26.076505,0.703713,21408.198565,107140879.373840,20992.573415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.370888,1.498667,0.040443,4576.384753,6157596.319518,5032.614729,4.265896,76.493559,2.064293,52636.844096,314290089.929964,35954.513856,13.776476,326.080575,8.799775,169987.791649,1339771525.21945,74234.100245,1.481252,12.270661,0.331142,18277.161181,50416626.818922,14400.413740,205.262257,91247.275372,2462.445131,2532728.743257,374908873888.602,1241797.946711,164.688947,32587.229069,879.415448,2032095.116982,133891574335.029,742103.878646,6.371788,159.649517,4.308382,78621.427416,655954062.204780,51942.732254,429.647499,377801.101289,10195.531633,5301415.790461,1552276326713.12,2526810.043842,375.937398,283277.747774,7644.676600,4638687.449301,1163906987707.15,2187999.483603,36.616876,5370.774527,144.938438,451815.238009,22066971555.8149,301272.467870,17.093223,5300.482959,143.041514,210913.103151,21778163667.9482,299294.479296,53.710100,12082.252747,326.057784,662728.341160,49642509906.1910,451871.491843
"T04","2013",37,81.231001,24678.459703,3.085930,68.507412,1.848775,38077.259992,281477300.380262,34025.911331,257.642310,56257.356674,1518.189485,3179045.646149,231145337246.928,975058.440171,0.153314,0.424859,0.011465,1891.743194,1745623.759805,2679.559466,2.720639,59.131562,1.595754,33569.938832,242954622.982075,31611.904483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211976,1.021783,0.027574,2615.577965,4198213.295512,4155.471683,6.061734,86.219378,2.326759,74795.671422,354250688.429466,38171.869361,5.385307,228.163894,6.157346,66449.251861,937459976.488575,62096.117187,105.370742,16828.252745,454.135741,1300168.441198,69142462178.1166,533286.387040,7.325239,278.286839,7.509989,90386.056077,1143400779.38266,68578.395412,55.164851,4000.059009,107.947615,680678.493833,16435094773.4359,260000.500377,75.024669,10069.510926,271.740915,925728.573206,41372731260.2146,412520.156166,14.532972,634.451797,17.121637,179322.183276,2606780398.53366,103547.662790,253.927496,140580.058070,3793.764560,3133208.599149,577603123455.982,1541355.597490,95.251456,12830.239911,346.243344,1175306.674396,52715774551.7482,465648.676998,101.926070,36576.852221,987.081436,1257664.664031,150283791168.017,786220.110939,56.749970,33096.923895,893.170330,700237.260721,135985764135.714,747884.961309,158.676040,108443.956037,2926.523455,1957901.924753,445565100677.533,1353766.181807
"T04","2017",38,81.231001,24678.459703,0.573593,4.223871,0.110983,7077.568396,16897286.688110,8328.929355,92.061263,39640.499278,1041.564754,1135942.917001,158578911721.793,806869.703384,0.361315,2.669054,0.070130,4458.267083,10677358.200856,6620.832463,0.212278,1.712361,0.044992,2619.301313,6850175.173248,5303.120932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.640923,610.907071,16.051747,94281.275262,2443888959.82681,100166.252736,1.328480,25.879491,0.679990,16392.101928,103529009.484592,20616.347298,17.813100,3295.730268,86.596197,219795.655897,13184327363.0161,232653.548622,0.865172,6.497241,0.170716,10675.351445,25991739.381553,10329.953440,44.850348,11923.593015,313.295605,553407.958460,47699459860.1746,442524.604683,18.989643,756.783128,19.884679,234313.005610,3027455431.52784,111485.804310,9.542997,957.997943,25.171652,117750.945587,3832400550.63719,125434.250497,92.092473,63258.838447,1662.142952,1136328.021039,253062346346.561,1019282.240654,67.854470,32235.639081,847.000065,837255.563835,128956311278.771,727615.585621,18.677603,2994.813654,78.689532,230462.748272,11980532504.0830,221778.148293,5.560399,479.786633,12.606522,68609.708931,1919351259.75904,88768.304176,24.238003,5557.016965,146.012111,299072.457204,22230439040.5494,302102.773317
"T04","2018",39,81.231001,24678.459703,0.446753,3.999819,0.102397,5512.487004,15590071.442394,7993.171397,647.789893,11179450.860584,286199.581767,7993072.409527,43574072589365.9,13363159.411279,0.446753,3.999819,0.102397,5512.487004,15590071.442394,7993.171397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.440949,1067.504539,27.328654,153508.740945,4160805471.94617,130582.139181,3.287198,294.154081,7.530492,40560.703804,1146522441.52549,68546.668619,329.458583,2868305.196202,73430.060006,4065185.855698,11179774425991.7,6768798.618058,13.565574,2318.011937,59.342274,167385.474567,9034899987.33608,192422.896481,242.908417,1985243.320317,50823.230502,2997244.299355,7737869920970.41,5631262.667342,45.682417,41302.901604,1057.375117,563674.848150,160986049771.272,812249.017869,16.174901,2164.921439,55.423081,199581.931755,8438200152.90020,185960.191273,217.557858,571240.408773,14624.042640,2684444.028984,2226520009640.68,3020705.415416,135.308912,523586.566891,13404.080247,1669575.187513,2040779941435.77,2891965.857829,72.714633,53522.792250,1370.210482,897225.069168,208615437715.016,924630.669480,9.534312,2504.853795,64.125520,117643.772301,9763152277.07118,200027.683050,82.248945,57145.592986,1462.956008,1014868.841470,222736004477.894,955411.106012
"T05","1990",24,771.862373,117248.182588,7.489546,337.147346,14.044930,878118.573516,193070039921.780,908962.687448,71.703225,11669.396331,486.125319,8406908.814548,6682570212073.72,5347618.019363,1.241119,5.800955,0.241657,145516.138751,3321962113.27966,119230.111558,6.248427,281.123690,11.711089,732602.434765,160987659402.006,830013.021728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.233853,49.412179,2.058419,379156.007144,28296267596.7473,347979.123407,26.804786,2593.456095,108.038551,3142751.163082,1485162724472.02,2521016.180147,5.842002,604.269272,25.172732,684950.862694,346039479900.511,1216890.324616,4.805951,56.350835,2.347470,563478.089597,32269742515.1929,371609.119120,3.543358,252.077959,10.501098,415444.267039,144354396101.102,785965.747601,19.983726,1455.692969,60.641458,2343009.851473,833613856305.450,1888735.204118,37.528186,5484.767757,228.485210,4400025.743743,3140894746727.52,3666192.835433,29.017136,3583.405002,149.277979,3402140.168687,2052064635398.60,2963358.064634,23.378827,2396.423303,99.830532,2741071.496806,1372330369622.10,2423360.082708,2.501279,125.302137,5.219853,293264.758177,71755239689.3664,554134.796877,3.137030,64.525170,2.687998,367803.913703,36950838526.9659,397649.794119,5.638309,216.123927,9.003320,661068.671880,123765041425.906,727759.039552
"T05","1991",17,771.862373,117248.182588,5.399519,204.302086,12.016027,633071.527174,165179518630.191,861577.910243,36.861443,3733.324111,219.575459,4321852.933606,3018415961389.44,3683036.322863,0.604293,1.677342,0.098652,70850.968029,1356142157.10934,78067.283215,4.795225,173.764211,10.219942,562220.559144,140489454748.851,794581.265444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.386007,85.884900,5.051320,631487.278069,69438480415.6871,558620.104490,15.277686,1030.291993,60.596624,1791245.980469,832997539050.107,1934809.970704,4.183480,44.532042,2.619152,490495.918101,36004435422.4079,402248.524958,1.318717,4.183628,0.246060,154614.271331,3382490190.77046,123291.952561,2.196707,30.144062,1.772923,257554.942808,24371663955.3395,330947.456948,3.099324,18.449925,1.085132,363383.015650,14916880767.5059,258913.959785,26.063213,2819.283907,165.816184,3055804.785713,2279408722945.84,3200571.698155,5.321827,49.073643,2.886266,623962.404159,39676348396.5592,422262.296361,4.139862,25.027487,1.471991,485381.849489,20234880688.1224,301555.172069,0.560224,5.335467,0.313805,65683.974504,4313758957.22753,139233.709746,0.621741,1.371080,0.080640,72896.580166,1108527131.18913,70581.294787,1.181965,8.233953,0.484279,138580.554670,6657203286.05182,172966.647178
"T05","1992",25,771.862373,117248.182588,2.180802,29.201172,1.167797,255690.154457,16053249730.8175,261498.875873,29.950541,2949.124151,117.939813,3511578.003564,1621271409914.98,2627944.611652,0.201283,0.429200,0.017164,23599.714542,235951550.530285,31702.956381,1.939914,27.284740,1.091156,227447.038153,14999697282.4334,252772.365430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039603,0.039211,0.001568,4643.401761,21556582.585457,9582.488384,1.688457,17.324430,0.692829,197964.660899,9524049516.01463,201418.412030,12.191865,651.171691,26.041313,1429446.118265,357979519464.966,1234859.183068,3.610408,76.800074,3.071347,423305.573535,42220591428.3975,424082.646724,2.261814,33.505882,1.339949,265188.497801,18419749934.5419,280111.029909,5.547208,205.214765,8.206840,650387.417547,112816149745.247,693224.626220,2.469984,18.495014,0.739642,289595.581057,10167573974.7522,208111.948667,16.061124,971.980824,38.870943,1883100.933622,534343296954.191,1508684.846575,6.684580,220.177856,8.805236,783739.564869,121042060216.819,718052.996508,4.512676,80.282121,3.210600,529092.796166,44134834916.8891,433589.841465,1.618542,21.583143,0.863141,189767.488506,11865263025.2565,224815.903668,0.553360,4.162458,0.166462,64879.280196,2288297860.86288,98728.973740,2.171903,44.318239,1.772351,254646.768703,24363808114.5634,322152.073193
"T05","1993",15,771.862373,117248.182588,1.859119,20.979650,1.398464,217974.128372,19224130807.4087,297377.057964,33.169267,1842.692763,122.830468,3888960.402772,1688501284229.99,2786986.093902,0.400000,0.828571,0.055231,46898.357796,759238842.857999,59098.072081,1.459119,21.401752,1.426600,171075.770576,19610912859.4307,300353.715731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.297556,4.952380,0.330116,269379.049224,4537978994.11308,144482.532280,8.787369,669.260936,44.611687,1030282.991507,613259016086.495,1679600.808583,8.879423,256.338689,17.087059,1041075.997078,234888970782.259,1039478.273858,3.618451,22.823402,1.521365,424248.615398,20913602588.8348,310169.099823,2.473166,23.132168,1.541947,289968.637993,21196531971.1501,312260.110709,5.254179,113.035033,7.534704,616030.983196,103576571645.985,690263.437744,12.944045,913.797163,60.912017,1517636.169105,837333121609.604,1962606.529384,21.026068,1472.308312,98.141330,2465220.266640,1349109588889.16,2491194.971716,6.882142,166.409471,11.092545,806902.905640,152484783007.653,837524.185420,11.266149,1159.233913,77.272373,1320909.731300,1062232397222.81,2210517.083236,2.877777,92.485978,6.164943,337407.629699,84747005666.2286,624376.120984,14.143926,1249.548877,83.292601,1658317.360999,1144990052632.62,2295012.001256
"T05","1994",17,771.862373,117248.182588,2.670772,16.944896,0.996614,313137.104530,13700055306.5612,248129.052863,65.597527,12662.315452,744.734089,7691040.814366,10237561468711.5,6782889.137025,0.745450,1.116735,0.065680,87401.045229,902887814.506147,63699.108393,1.868211,15.120862,0.889333,219040.120152,12225311817.3787,234393.967430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057110,0.055446,0.003261,6695.939148,44829100.295441,14193.727692,13.499252,383.242455,22.540405,1582731.945565,309853929510.771,1180035.198225,9.920123,245.294731,14.427009,1163093.769926,198322329422.748,944065.799979,17.439766,2061.225980,121.231007,2044741.030540,1666514134318.96,2736660.717609,6.396206,104.368943,6.138459,749928.948398,84382945141.4635,615805.831392,12.742675,735.726812,43.271772,1494026.418240,594839743173.832,1634995.065687,2.928730,23.478152,1.380867,343381.597163,18982233491.6468,292072.126850,26.090148,1258.532416,74.020584,3058962.820022,1017531353079.61,2138406.951697,21.359982,1337.779172,78.681482,2504370.257522,1081602852065.41,2204704.403350,7.292712,124.985674,7.351032,855040.553752,101051702194.420,673888.855675,7.991452,348.926276,20.522099,936964.987958,282109083574.508,1125965.263808,6.075817,147.819093,8.693980,712364.715811,119512664526.769,732864.056508,14.067270,773.152430,45.472960,1649329.703770,625098589627.677,1676064.459654
